description	*Category	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	mace,exc	ring,mag					useitem				ucore			-50	-50																					a67	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	mace,eli	ring,mag					useitem				ucore			-100	-100																					a68	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	maxe,bas	ring,mag					useitem				ucore			-20	-20																					a69	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	maxe,exc	ring,mag					useitem				ucore			-50	-50																					a70	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	maxe,eli	ring,mag					useitem				ucore			-100	-100																					a71	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	mham,bas	ring,mag					useitem				ucore			-20	-20																					a72	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	mham,exc	ring,mag					useitem				ucore			-50	-50																					a73	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	mham,eli	ring,mag					useitem				ucore			-100	-100																					a74	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	ncdr,bas	ring,mag					useitem				ucore			-20	-20																					a75	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	ncdr,exc	ring,mag					useitem				ucore			-50	-50																					a76	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	ncdr,eli	ring,mag					useitem				ucore			-100	-100																					a77	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	orb,bas	ring,mag					useitem				ucore			-20	-20																					a78	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	orb,exc	ring,mag					useitem				ucore			-50	-50																					a79	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	orb,eli	ring,mag					useitem				ucore			-100	-100																					a80	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	parm,bas	ring,mag					useitem				ucore			-20	-20																					a81	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	parm,exc	ring,mag					useitem				ucore			-50	-50																					a82	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	parm,eli	ring,mag					useitem				ucore			-100	-100																					a83	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	pelt,bas	ring,mag					useitem				ucore			-20	-20																					a84	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	pelt,exc	ring,mag					useitem				ucore			-50	-50																					a85	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	pelt,eli	ring,mag					useitem				ucore			-100	-100																					a86	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	phlm,bas	ring,mag					useitem				ucore			-20	-20																					a87	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	phlm,exc	ring,mag					useitem				ucore			-50	-50																					a88	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	phlm,eli	ring,mag					useitem				ucore			-100	-100																					a89	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	pole,bas	ring,mag					useitem				ucore			-20	-20																					a90	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	pole,exc	ring,mag					useitem				ucore			-50	-50																					a91	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	pole,eli	ring,mag					useitem				ucore			-100	-100																					a92	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	scep,bas	ring,mag					useitem				ucore			-20	-20																					a93	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	scep,exc	ring,mag					useitem				ucore			-50	-50																					a94	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	scep,eli	ring,mag					useitem				ucore			-100	-100																					a95	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	scyt,bas	ring,mag					useitem				ucore			-20	-20																					a96	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	scyt,exc	ring,mag					useitem				ucore			-50	-50																					a97	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	scyt,eli	ring,mag					useitem				ucore			-100	-100																					a98	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	shie,bas	ring,mag					useitem				ucore			-20	-20																					a99	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	shie,exc	ring,mag					useitem				ucore			-50	-50																					A00	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	shie,eli	ring,mag					useitem				ucore			-100	-100																					A01	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	staf,bas	ring,mag					useitem				ucore			-20	-20																					A02	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	staf,exc	ring,mag					useitem				ucore			-50	-50																					A03	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	staf,eli	ring,mag					useitem				ucore			-100	-100																					A04	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	swor,bas	ring,mag					useitem				ucore			-20	-20																					A05	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	swor,exc	ring,mag					useitem				ucore			-50	-50																					A06	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	swor,eli	ring,mag					useitem				ucore			-100	-100																					A07	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	taxe,bas	ring,mag					useitem				ucore			-20	-20																					A08	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	taxe,exc	ring,mag					useitem				ucore			-50	-50																					A09	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	100		3	Z01	taxe,eli	ring,mag					useitem				ucore			-100	-100																					A10	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	20		3	Z01	tkni,bas	ring,mag					useitem				ucore			-20	-20																					A11	99			body-level			1	12																																																		0
Prepare Forge - Unique	Crafting					100	15	386	50		3	Z01	tkni,exc	ring,mag					useitem				ucore			-50	-50																					A12	99			body-level			1	12																																																		0
