name	type	type2	code	alternategfx	namestr	version	compactsave	rarity	spawnable	Transmogrify	TMogType	TMogMin	TMogMax	mindam	maxdam	1or2handed	2handed	2handmindam	2handmaxdam	minmisdam	maxmisdam	rangeadder	speed	StrBonus	DexBonus	reqstr	reqdex	durability	nodurability	level	ShowLevel	levelreq	cost	gamble cost	magic lvl	auto prefix	normcode	ubercode	ultracode	wclass	2handedwclass	component	hit class	invwidth	invheight	stackable	minstack	maxstack	spawnstack	flippyfile	invfile	uniqueinvfile	setinvfile	hasinv	gemsockets	gemapplytype	*comment	useable	dropsound	dropsfxframe	usesound	unique	transparent	transtbl	*quivered	lightradius	belt	quest	questdiffcheck	missiletype	durwarning	qntwarning	gemoffset	bitfield1	CharsiMin	CharsiMax	CharsiMagicMin	CharsiMagicMax	CharsiMagicLvl	GheedMin	GheedMax	GheedMagicMin	GheedMagicMax	GheedMagicLvl	AkaraMin	AkaraMax	AkaraMagicMin	AkaraMagicMax	AkaraMagicLvl	FaraMin	FaraMax	FaraMagicMin	FaraMagicMax	FaraMagicLvl	LysanderMin	LysanderMax	LysanderMagicMin	LysanderMagicMax	LysanderMagicLvl	DrognanMin	DrognanMax	DrognanMagicMin	DrognanMagicMax	DrognanMagicLvl	HratliMin	HratliMax	HratliMagicMin	HratliMagicMax	HratliMagicLvl	AlkorMin	AlkorMax	AlkorMagicMin	AlkorMagicMax	AlkorMagicLvl	OrmusMin	OrmusMax	OrmusMagicMin	OrmusMagicMax	OrmusMagicLvl	ElzixMin	ElzixMax	ElzixMagicMin	ElzixMagicMax	ElzixMagicLvl	AshearaMin	AshearaMax	AshearaMagicMin	AshearaMagicMax	AshearaMagicLvl	CainMin	CainMax	CainMagicMin	CainMagicMax	CainMagicLvl	HalbuMin	HalbuMax	HalbuMagicMin	HalbuMagicMax	HalbuMagicLvl	JamellaMin	JamellaMax	JamellaMagicMin	JamellaMagicMax	JamellaMagicLvl	LarzukMin	LarzukMax	LarzukMagicMin	LarzukMagicMax	LarzukMagicLvl	AnyaMin	AnyaMax	AnyaMagicMin	AnyaMagicMax	AnyaMagicLvl	MalahMin	MalahMax	MalahMagicMin	MalahMagicMax	MalahMagicLvl	Transform	InvTrans	SkipName	NightmareUpgrade	HellUpgrade	Nameable	PermStoreItem	diablocloneweight	spelldesc	spelldescstr	calc1	spelldesccalc	spelldesccolor
Shillelagh	sstf	3wpn	6bs	sst	6bs	100		2	1	0	xxx			0	0		1	82	135	0	0	1		100		52		50		83	1	62	6389	141368	1		bst	8bs	6bs	stf	stf	5	staf	1	4					flpbst	invbst			1	4	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeStaff3			
Archon Staff	sstf	3wpn	6ws	lst	6ws	100		2	1	0	xxx			0	0		1	104	124	0	0	1	10	100		34		33		85	1	66	8001	179017	1		wst	8ws	6ws	stf	stf	5	staf	2	4					flpwst	invwst			1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeStaff2	10		
Spider Bow	bow	3wpn	6sb	sbw	6sb	100		2	1	0	xxx			0	0		1	29	63	0	0		5		100	64	143	25	1	55	1	41	16873	238001			sbw	8sb	6sb	bow	bow	6	bow	2	3					flpsbw	invsbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow2	5		
Blade Bow	bow	3wpn	6hb	sbw	6hb	100		2	1	0	xxx			0	0		1	27	52	0	0		-10		100	76	119	40	1	60	1	45	17080	262700			hbw	8hb	6hb	bow	bow	6	bow	2	3					flphbw	invhbw			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow4	-10		
Shadow Bow	bow	3wpn	6lb	lbw	6lb	100		2	1	0	xxx			0	0		1	19	74	0	0				100	52	188	35	1	63	1	47	20488	329486			lbw	8lb	6lb	bow	bow	6	bow	2	4					flplbw	invlbw			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow3			
Great Bow	bow	3wpn	6cb	lbw	6cb	100		2	1	0	xxx			0	0		1	15	65	0	0		-10		100	121	107	45	1	68	1	51	14194	248605			cbw	8cb	6cb	bow	bow	6	bow	2	3					flpcbw	invcbw	invcbwu	invcbwu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow4	-10		
Diamond Bow	bow	3wpn	6s7	sbb	6s7	100		2	1	0	xxx			0	0		1	42	50	0	0				100	89	132	50	1	72	1	54	19684	362012			sbb	8s8	6s7	bow	bow	6	bow	2	3					flpsbb	invsbb	invsbbu	invsbbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow3			
Crusader Bow	bow	3wpn	6l7	lbb	6l7	100		2	1	0	xxx			0	0		1	19	79	0	0		10		100	97	121	55	1	77	1	57	14484	287017			lbb	8l8	6l7	bow	bow	6	bow	2	4					flplbb	invlbb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow2	10		
Ward Bow	bow	3wpn	6sw	sbb	6sw	100		2	1	0	xxx			0	0		1	25	67	0	0				100	72	146	60	1	80	1	60	12034	249172			swb	8sw	6sw	bow	bow	6	bow	2	3					flpswb	invswb	invswbu	invswbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow3			
Hydra Bow	bow	3wpn	6lw	lbb	6lw	100		2	1	0	xxx			0	0		1	13	85	0	0		10		100	134	167	69	1	85	1	63	15500	338375			lwb	8lw	6lw	bow	bow	6	bow	2	4					flplwb	invlwb			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow2	10		
Pellet Bow	bow	3wpn	6lx	lxb	6lx	100		2	1	0	xxx			0	0		1	35	92	0	0		-10		100	83	155	38	1	57	1	42	15610	228637			lxb	8lx	6lx	xbw	xbw	5	xbow	2	3					flplxb	invlxb	invlxbu	invlxbu	1	5	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow4	-10		
Gorgon Crossbow	bow	3wpn	6mx	lxb	6mx	100		2	1	0	xxx			0	0		1	32	109	0	0				100	117	105	50	1	67	1	50	17844	306087			mxb	8mx	6mx	xbw	xbw	5	xbow	2	3					flpmxb	invmxb	invmxbu	invmxbu	1	5	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow3			
Colossus Crossbow	bow	3wpn	6hx	hxb	6hx	100		2	1	0	xxx			0	0		1	40	114	0	0		10		100	163	77	63	1	75	1	56	20852	398975			hxb	8hx	6hx	xbw	xbw	5	xbow	2	4					flphxb	invhxb	invhxbu	invhxbu	1	6	0	reload lag between shots	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow2	10		
Demon Crossbow	bow	3wpn	6rx	hxb	6rx	100		2	1	0	xxx			0	0		1	33	50	0	0		-60		100	141	98	50	1	84	1	63	20681	443197			rxb	8rx	6rx	xbw	xbw	5	xbow	2	3					flprxb	invrxb	invrxbu	invrxbu	1	5	0	fires 5 shots before reload	0	item_crossbow	12	item_crossbow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow5	-60		
Eagle Orb	orb	1wpn	ob1	ob1	ob1	100		2	1	0	xxx			3	7			0	0	0	0		-10	100				25		1	1	0	134	634	1	303	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	5	8	0	xxx	xxx	1	0		4	ItemTypeOrb4	-10		
Sacred Globe	orb	1wpn	ob2	ob1	ob2	100		3	1	0	xxx			4	10			0	0	0	0		-10	100				38		8	1	0	370	2041	1	303	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeOrb4	-10		
Smoked Sphere	orb	1wpn	ob3	ob3	ob3	100		3	1	0	xxx			5	13			0	0	0	0			100				44		12	1	8	613	3538	1	303	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeOrb3			
Clasped Orb	orb	1wpn	ob4	ob4	ob4	100		4	1	0	xxx			7	15			0	0	0	0			100				50		17	1	13	978	6358	1	303	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeOrb3			
Jared's Stone	orb	1wpn	ob5	ob4	ob5	100		5	1	0	xxx			10	23			0	0	0	0		10	100				63		24	1	18	1588	12428	1	303	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeOrb2	10		
Stag Bow	abow	1wpn	am1	am1	am1	100		3	1	0	xxx			0	0		1	9	15	0	0				100	30	45	60	1	18	1	14	2000	11300		368	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow3			
Reflex Bow	abow	1wpn	am2	am2	am2	100		3	1	0	xxx			0	0		1	12	24	0	0		10		100	35	60	69	1	27	1	20	2860	22505		368	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	5	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow2	10		
Maiden Javelin	ajav	1wpn	am5	pil	am5	100		3	1	0	xxx			10	18			0	0	8	28	2	-10	80	50	33	47	8		23	1	17	38	3021		369	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	250	250	250	flpam5	invam5			1	3	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeJavelin4	-10		
Glowing Orb	orb	2wpn	ob6	ob1	ob6	100		2	1	0	xxx			10	27			0	0	0	0		-10	100				25		32	1	24	643	8846	1	303	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255	1	1	1	1	255					255					255					255					255					255	1	1	1	1	255					255	1	1	1	1	3					255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeOrb4	-10		
Crystalline Globe	orb	2wpn	ob7	ob1	ob7	100		3	1	0	xxx			13	33			0	0	0	0		-10	100				38		37	1	27	1351	16699	1	303	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255	1	1	1	1	255					255					255					255					255					255	1	1	1	1	255					255	1	1	1	1	3					255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeOrb4	-10		
Cloudy Sphere	orb	2wpn	ob8	ob3	ob8	100		3	1	0	xxx			14	37			0	0	0	0			100				44		41	1	30	2078	25904	1	303	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255	1	1	1	1	255					255					255					255					255					255	1	1	1	1	255					255	1	1	1	1	3					255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeOrb3			
Sparkling Ball	orb	2wpn	ob9	ob4	ob9	100		4	1	0	xxx			17	40			0	0	0	0			100				50		46	1	34	3175	41615	1	303	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255	1	1	1	1	255					255					255					255					255					255	1	1	1	1	255					255	1	1	1	1	3					255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeOrb3			
Swirling Crystal	orb	2wpn	oba	ob4	oba	100		5	1	0	xxx			23	53			0	0	0	0		10	100				63		50	1	37	5004	68050	1	303	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255	1	1	1	1	255					255					255					255					255					255	1	1	1	1	255					255	1	1	1	1	3					255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeOrb2	10		
Ashwood Bow	abow	2wpn	am6	am1	am6	100		3	1	0	xxx			0	0		1	20	37	0	0				100	56	77	60	1	39	1	29	6240	65240		368	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow3			
Ceremonial Bow	abow	2wpn	am7	am2	am7	100		3	1	0	xxx			0	0		1	24	52	0	0		10		100	73	110	69	1	47	1	35	8820	108835		368	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255	1	1	1	1	255					255					255					255					255					255	1	1	1	1	255					255	1	1	1	1	3					255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow2	10		
Ceremonial Javelin	ajav	2wpn	ama	pil	ama	100		3	1	0	xxx			23	44			0	0	23	68	2	-10	80	50	40	75	8		35	1	26	355	7108		369	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	250	250	250	flpam5	invam5			1	3	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	5	0	3					255	1	1	1	1	255					255					255					255					255					255	1	1	1	1	255					255	1	1	1	1	3					255					255					255	1	1	1	1	255					255	1	1	1	1	255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeJavelin4	-10		
Heavenly Stone	orb	3wpn	obb	ob1	obb	100		2	1	0	xxx			27	58			0	0	0	0		-10	100				25		59	1	44	16841	254802	1	303	ob1	ob6	obb	1hs	1hs	5	1hss	1	2					flpob1	invob1			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeOrb4	-10		
Eldritch Orb	orb	3wpn	obc	ob1	obc	100		3	1	0	xxx			23	63			0	0	0	0		-10	100				38		67	1	50	15494	266718	1	303	ob2	ob7	obc	1hs	1hs	5	1hss	1	2					flpob1	invob2			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeOrb4	-10		
Demon Heart	orb	3wpn	obd	ob3	obd	100		3	1	0	xxx			29	69			0	0	0	0			100				44		75	1	56	17675	339410	1	303	ob3	ob8	obd	1hs	1hs	5	1hss	1	2					flpob3	invob3			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeOrb3			
Vortex Orb	orb	3wpn	obe	ob4	obe	100		4	1	0	xxx			15	83			0	0	0	0			100				50		84	1	63	20166	432378	1	303	ob4	ob9	obe	1hs	1hs	5	1hss	1	2					flpob4	invob4			1	2	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeOrb3			
Dimensional Shard	orb	3wpn	obf	ob4	obf	100		5	1	0	xxx			38	67			0	0	0	0		10	100				63		85	1	66	16052	350105	1	303	ob5	oba	obf	1hs	1hs	5	1hss	1	3					flpob5	invob5			1	3	0		0	item_orb	12	item_orb	0	0	5	0	1	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeOrb2	10		
Matriarchal Bow	abow	3wpn	amb	am1	amb	100		3	1	0	xxx			0	0		1	25	59	0	0		-10		100	87	187	60	1	53	1	39	18960	257020		368	am1	am6	amb	bow	bow	6	bow	2	4					flpam1	invam1	invswbu	invswbu	1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow4	-10		
Grand Matron Bow	abow	3wpn	amc	am2	amc	100		3	1	0	xxx			0	0		1	18	90	0	0		10		100	108	152	69	1	78	1	58	26700	528950		368	am2	am7	amc	bow	bow	6	bow	2	4					flpam2	invam2			1	6	0		0	item_bow	12	item_bow	0	0	5	1	0	0			0	7	0	0	1					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeBow2	10		
Matriarchal Javelin	ajav	3wpn	amf	pil	amf	100		3	1	0	xxx			38	68			0	0	44	83	2	-10	80	50	80	120	8		65	1	48	242	10926		369	am5	ama	amf	1ht	1ht	5	1ht	1	3	1	250	250	250	flpam5	invam5			1	3	0	primarily thrown	0	item_staff	12	item_staff	0	0	5	0	0	0			371	7	5	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeJavelin4	-10		
Katana	kata	1wpn	k01	clm	k01	0		4	1	0	xxx			3	12			10	22	0	0	3	-20	70	100	30	30	55		10	1	0	515	2788		365	k01	k02	k03	ht1	ht1	5	1hsl	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	3	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3	1	1	1	1	1					255					255					255					255					255					255					255					255					1					255					255					255					255					255					255					255	1	2	0	clm	gis	1	0		4	ItemTypeSword5	-20		
Katana	kata	1wpn	k02	clm	k02	0		4	1	0	xxx			13	47	1	1	24	73	0	0	2		110		104	71	63		45	1	25	3742	47093		365	k01	k02	k03	ht1	ht1	5	1hsl	1	4					flpgis	invgis	invgisu	invgisu	1	3	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword5	-20		
Katana	kata	1wpn	k03	clm	k03	0		4	1	0	xxx			28	70			63	118	0	0	3	-20	70	100	175	100	55		59	1	44	19031	287110		365	k01	k02	k03	ht1	ht1	5	1hsl	1	4					flp2hs	inv2hs	inv2hsu	inv2hsu	1	3	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	1	2	0	xxx	xxx	1	0		4	ItemTypeSword5	-20		
Druid Staff 1A	dstf	1wpn	Ds1	Ds1	Ds1	0		2	1	0	xxx			0	0		1	2	7	0	0	1	-10	100				25		1	1	0	134	634	1		Ds1	Ds2	Ds3	stf	stf	5	club	1	3					flpsst	invsst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255	5	9	5	9	1					255					255					255					255					255					1					255					255					255					255					255					255					255					255	5	8	0	Ds2	Ds3	1	0		4	ItemTypeStaff4	-10		
Druid Staff 1B	dstf	2wpn	Ds2	Ds2	Ds2	0		2	1	0	xxx			0	0		1	8	27	0	0	1	-10	100		25		25		30	1	18	643	8324	1		Ds2	Ds2	Ds3	stf	stf	5	club	1	3					flpsst	invsst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeStaff4	-10		
Druid Staff 1C	dstf	3wpn	Ds3	Ds3	Ds3	100		2	1	0	xxx			0	0		1	87	107	0	0	1	-10	100		25		25		58	1	43	6523	100886	1		Ds3	Ds2	Ds3	stf	stf	5	club	1	3					flpsst	invsst			1	3	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					20					255	5	8	0	xxx	xxx	1	0		4	ItemTypeStaff4	-10		
Druid Staff 2A	dstf	1wpn	Ds4	Ds4	Ds1	0		2	1	0	xxx			0	0		1	15	35	0	0	1	20	100				63		24	1	0	1588	12428	1		Ds4	Ds5	Ds6	stf	stf	5	staf	2	4					flpwst	invwst			1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255	1	1		1	1					255					255					255					255					20					255					255	1	3	1	4	20	5	8	0	Ds5	Ds6	1	0		4	ItemTypeStaff1	20		
Druid Staff 2B	dstf	2wpn	Ds5	Ds5	Ds2	0		2	1	0	xxx			0	0		1	30	73	0	0	1	20	100		25		63		47	1	25	5004	63997	1		Ds5	Ds5	Ds6	stf	stf	5	staf	2	4					flpwst	invwst	inv8wsu	inv8wsu	1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeStaff1	20		
Druid Staff 2C	dstf	3wpn	Ds6	Ds6	Ds3	100		2	1	0	xxx			0	0		1	104	124	0	0	1	10	100		34		33		85	1	66	8001	179017	1		Ds6	Ds5	Ds6	stf	stf	5	staf	2	4					flpwst	invwst			1	6	0	magically charged	0	item_staff	12	item_staff	0	0	5	0	0	0			0	7	0	0	5					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	5	8	0	xxx	xxx	1	0		4	ItemTypeStaff2	10		
Paladin Mace 1A	pmac	1wpn	Pm1	Pm1	Pm1	0		4	1	0	xxx			4	13			0	0	0	0			100		27		75		8	1	0	370	2041		356	Pm1	Pm2	Pm3	1hs	1hs	5	1hsl	1	3					flpmac	invmac			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3		1		1	1					20					255		1		1	20					255					255					255					255					255					1					255					255					255					255					255					255					255	2	2	0	Pm2	Pm3	1	0		4	ItemTypeMace3			
Paladin Mace 1B	pmac	2wpn	Pm2	Pm2	Pm2	0		4	1	0	xxx			19	29			0	0	0	0			100		61		75		35	1	23	1351	15823		356	Pm1	Pm2	Pm3	1hs	1hs	5	1hsl	1	3					flpmac	invmac			1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeMace3			
Paladin Mace 1C	pmac	3wpn	Pm3	Pm3	Pm3	100		4	1	0	xxx			52	62			0	0	0	0			100		145	46	75		63	1	47	11812	192839		356	Pm1	Pm2	Pm3	1hs	1hs	5	1hsl	1	3					flpmac	invmac		inv7mas	1	3	0		0	item_sword	12	item_sword	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeMace3			
Barbarian M Axe 1A	maxe	1wpn	Bm1	Bm1	Bm1	0		4	1	0	xxx			0	0		1	32	63	0	0	3	10	100		75		63		27	1	0	1928	16214		317	Bm1	Bm2	Bm3	stf	stf	5	2hsl	2	3					flpgix	invgix			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255		1			20					255				1	1					255					255					255	1	1	2	2	20					255	1	1	1	1	20					255					255	2	2	0	Bm2	Bm3	1	0		4	ItemTypeAxe2	10		
Barbarian M Axe 1B	maxe	2wpn	Bm2	Bm2	Bm2	0		4	1	0	xxx			0	0		1	63	113	0	0	3	10	125		150		63		51	1	25	6024	82406		317	Bm1	Bm2	Bm3	stf	stf	5	2hsl	2	3					flpgix	invgix	inv9giu	inv9giu	1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeAxe2	10		
Barbarian M Axe 1C	maxe	3wpn	Bm3	Bm3	Bm3	100		4	1	0	xxx			0	0		1	75	207	0	0	3	10	125		225		63		85	1	66	14745	322327		317	Bm1	Bm2	Bm3	stf	stf	5	2hsl	2	3					flpgix	invgix			1	6	0		0	item_largemetalweapon	12	item_largemetalweapon	0	0	5	0	0	0			0	7	0	0	3					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255					255	2	2	0	xxx	xxx	1	0		4	ItemTypeAxe2	10		
